brand,name,price,spec_rating,processor,CPU,Ram,Ram_type,ROM,ROM_type,GPU,display_size,resolution_width,resolution_height,OS,warranty
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,109990,71,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,Intel Integrated Iris Xe,15.6,2880,1620,Windows 11 OS,1
MSI,Bravo 15 B5ED-035IN Gaming Laptop,62990,72,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB AMD Radeon RX6500M,15.6,1920,1080,Windows 11 OS,1
Huawei,MateBook D14 2023 Laptop,58999,65,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR4X,512GB,SSD,Intel Iris Xe Graphics,14,1920,1200,Windows 11 OS,1
MSI,Titan GT77 HX 13VH-093IN Gaming Laptop,420000,69.32352941,13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64GB,DDR5,2TB,SSD,12GB NVIDIA GeForce RTX 4080,17.3,3840,2160,Windows 11 OS,2
Lenovo,E41-55 Laptop,23990,69.32352941,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8GB,DDR4,256GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
HP,15-fc0028AU Laptop,42999,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
HP,15s-eq2223AU Laptop,38861,69.32352941,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
Lenovo,V15 G3 82TTA00VIH Laptop,33590,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
HP,Chromebook 15a-na0012TU Laptop,15990,69.32352941,Intel Celeron  N4500,"Dual Core, 2 Threads",4GB,LPDDR4x,128GB,Hard-Disk,Intel Integrated UHD Graphics,15.6,1366,768,Chrome OS,1
Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,33980,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,78400,71,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,79990,72,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Acer,Aspire 5 UN.K3JSI.004 Laptop,47990,67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",12GB,DDR4,512GB,SSD,Intel Iris Xe Graphic,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QC-HN542WS Laptop,74990,68,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
MSI,Modern 15 B13M-291IN Laptop,45889,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows 11 OS,1
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,90990,70,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon AMD,14,2880,1800,Windows 11 OS,1
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK521WS Laptop,50990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
Samsung,Galaxy Book 3 NP750XFG-KA2IN Laptop,74990,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Infinix,INBook Y1 Plus XL28 Laptop,25990,69.32352941,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8GB,LPDDR4X,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
Samsung,Galaxy Book 3 360 13 NP730QFG-KA3IN Laptop,133990,68,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,1TB,SSD,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,1
Samsung,Galaxy Book 3 Pro NP960XFG-KC2IN Laptop,165990,73,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,1TB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA1IN Laptop,163990,80,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,512GB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
Samsung,Galaxy Book 3 360 13 NP730QFG-KA2IN Laptop,109990,66,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,1
Samsung,Galaxy Book 3 Pro 14 NP940XFG-KC4IN Laptop,139990,71,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,1
Samsung,Galaxy Book 3 360 13 NP730QFG-KA1IN Laptop,109990,66,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,13.3,1920,1080,Windows 11 OS,1
Samsung,Galaxy Book 3 Pro NP960XFG-KC1IN Laptop,149990,72,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,179990,81,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,1TB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA2IN Laptop,155990,74,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
Samsung,Galaxy Book 3 Ultra Laptop,229900,78,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5,512GB,SSD,NVIDIA GeForce RTX 4070,16,2880,1800,Windows 11 OS,1
Lenovo,V15 ‎82C70005UK Laptop,35990,61,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
HP,15s-fq2717TU Laptop,37990,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
HP,14s-dq2649TU Laptop,34999,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,1920,1080,Windows 11 OS,1
Apple,MacBook Pro 14 inch Laptop,290990,61,Apple M2 Max M2 Max,12 Cores,32GB,Unified,1TB,SSD,30-core GPU,14.2,3024,1964,Mac OS,1
Apple,MacBook Pro 14 inch Laptop,234990,69.32352941,Apple M2 Pro M2 Pro,12 Cores,16GB,Unified,1TB,SSD,19-core GPU,14.2,3024,1964,Mac OS,1
HP,Pavilion Plus 14-eh0037TU Laptop,82799,70,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,2880,1800,Windows 11 OS,1
Dell,Vostro 3425 D552308WIN9B Laptop,31790,60,5th Gen AMD Ryzen 3  5425U,"Quad Core, 8 Threads",8GB,DDR4,256GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Gaming 3 15ACH6 82K2022XIN Laptop,60990,67,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
MSI,Thin GF63 12VF-268IN Laptop,86990,77,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16GB,DDR4,1TB,Hard-Disk,8GB NVIDIA GeForce RTX 4060,15.6,1920,1080,Windows 11 OS,1
Dell,Vostro 3420 Laptop,52990,63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Graphics,14,1920,1080,Windows 11 OS,1
Dell,Vostro 3425 Laptop,38990,69.32352941,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK545WS Laptop,52558,60,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
Asus,VivoBook 14 X1400EA-EK322WS Notebook,31990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Intel UHD,14,1920,1080,Windows 11 OS,1
HP,15-fc0026AU Laptop,34499,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
Asus,Zenbook 14 OLED 2023 UX3402VA-KN541WS Laptop,94490,75,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,1
HP,15s-fq2738TU Laptop,33800,69.32352941,11th Gen Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,15.6,1366,768,Windows 11 OS,1
Samsung,Galaxy Book 3  NP750XFG-KB2IN Laptop,74390,69.32352941,13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16GB,LPDDR4x,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Asus,Zenbook 14 Flip OLED 2023 UP3404VA-KN542WS Laptop,104490,71,13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD, Intel Iris Xe Graphics,14,2880,1800,Windows 11 OS,1
Asus,Vivobook S15 OLED 2023 S5504VA-MA953WS Laptop,105739,71,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",16GB,LPDDR5,1TB,SSD,Intel Integrated Iris Xe,15.6,2880,1620,Windows 11 OS,1
Lenovo,Thinkpad E15 21E6S05A00 Laptop,45500,66,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop,50760,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook Go 14 2023 E1404FA-NK542WS Laptop,49990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Asus,Vivobook Go 14 2023 E1404FA-NK322WS Laptop,33199,69.32352941,7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,14,1920,1080,Windows 11 OS,1
Asus,Vivobook Pro 15 M6500QC-HN742WS Laptop,70990,72,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Acer,Nitro 5 AN515-47 NH.QL3SI.001 Gaming Laptop,64990,71,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",8GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 16 2023 M1605YA-MB541WS Laptop,59990,64,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,16,1920,1200,Windows 11 OS,1
Asus,Zenbook 14 OLED 2023 UM3402YA-KM741WS Laptop,88990,70,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,LPDDR4X,512GB,SSD,AMD Radeon AMD,14,2880,1800,Windows 11 OS,1
Asus,Vivobook Go 15 2023 E1504FA-NJ522WS Laptop,44990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon AMD,15.6,1920,1080,Windows 11 OS,1
HP,Pavilion Aero 13-be2047AU Laptop,77990,69,7th Gen AMD Ryzen 7 7735U,"Octa Core, 16 Threads",16GB,LPDDR5,1TB,SSD,AMD Radeon AMD,13.3,1920,1200,Windows 11 OS,1
Asus,Vivobook 16 2023 M1605YA-MB741WS Laptop,70990,65,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon AMD,16,1920,1200,Windows 11 OS,1
Lenovo,IdeaPad  82K2022TIN Gaming Laptop,55990,70,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1
Tecno,Megabook T1 Laptop,43999,66,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16GB,LPDDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Acer,Aspire 3 A315-24P NX.KDESI.004 Laptop,37990,69.32352941,7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphiics,15.6,1920,1080,Windows 11 OS,1
HP,Victus 15-fb0106AX Gaming Laptop,64990,67,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Slim 1 82VG009MIN Laptop,32990,69.32352941,AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8GB,LPDDR5,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
Samsung,Galaxy Book 3 Pro 360 NP960QFG-KA3IN Laptop,179490,81,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16GB,DDR5,1TB,SSD,Intel Iris Xe Graphics,16,2880,1800,Windows 11 OS,1
Infinix,Zero Book Series ZL12 Laptop,56990,60,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,LPDDR5,512GB,SSD,Intel Integrated Iris Xe,15.6,1920,1080,Windows OS,1
HP,Victus 16-d0310TX Gaming Laptop,56990,71,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,16.1,1920,1080,Windows 11 OS,1
Asus,VivoBook 15 X1500EA-EJ3381WS Laptop,34990,69.32352941,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
HP,Pavilion Plus 14-eh0037TU Laptop,83249,70,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,Intel Integrated Iris Xe,14,2880,1800,Windows 11 OS,1
Dell,Vostro 3420 Laptop,57990,60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel UHD Graphics,14,1920,1080,Windows 11 OS,1
HP,Envy x360 13-bf0121TU  Laptop,85490,71,12th Gen Intel Core i5 1230U,"10 Cores, 12 Threads",16GB,LPDDR4X,512GB,SSD,Intel Integrated Iris Xe,13.4,1920,1200,Windows 11 OS,1
Dell,Vostro 3520 Laptop,55890,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook 15 X1502ZA-EJ381WS Laptop,40689,69.32352941,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Acer,Aspire 5 A515-57 2022 Laptop,48990,65,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphic,15.6,1920,1080,Windows 11 OS,1
HP,Pavilion 14-dv2014TU Laptop,66648,64,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Integrated UHD Graphics,14,1920,1080,Windows 11 OS,1
Acer,Aspire 5 A515-57 NX.K2VSI.002 Laptop,36990,69.32352941,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
Gigabyte,G5 KE RC55KE Laptop,74990,73,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 3060,15.6,1920,1080,Windows 11 OS,2
Lenovo,Legion 5 Pro 82RF00E1IN Gaming Laptop,144990,69.32352941,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32GB,DDR5,1TB,SSD,8GB NVIDIA GeForce RTX 3070Ti,16,2560,1600,Windows 11 OS,1
Dell,Latitude 7420 Laptop,118499,69.32352941,11th Gen Intel Core i7 1185G7,"Quad Core, 8 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 10 OS,3
Lenovo,V15 82KDA00XIH Laptop,35490,69.32352941,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Flex 5 82R90068IN Laptop,62889,74,5th Gen AMD Ryzen 7 5700U,"Octa Core, 16 Threads",16GB,DDR4,512GB,SSD,AMD Radeon,14,1920,1200,Windows 11 OS,1
Lenovo,IdeaPad Gaming 3 82K201YAIN Laptop,63999,67,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11 OS,1
Honor,MagicBook 14 WDQ9BHNE Laptop,41990,69.32352941,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,14,1920,1080,Windows 11 OS,1
Asus,VivoBook 14 2022 X1402ZA-MW311WS Laptop,49990,62,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,1920,1080,Windows 11 OS,1
Asus,VivoBook 14 2022 X1402ZA-EK521WS Laptop,54990,62,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,14,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Gaming 3 82SA00B2IN Laptop,119990,75,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,6GB NVIDIA GeForce RTX 3060,16,1920,1200,Windows 11 OS,1
MSI,Creator M16 A12UD-633IN Laptop,85990,78,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050 Ti,16,2560,1660,Windows 11 OS,2
MSI,Creator Pro M16 A12UIS-634IN Gaming Laptop,85590,79,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16GB,DDR4,1TB,SSD,4GB NVIDIA GeForce RTX A1000,16,2560,1660,Windows 11 OS,2
Lenovo,V15 82KDA01EIH Laptop,31990,61,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
Asus,Vivobook S14 Flip 2022 TN3402QA-LZ501WS Laptop,55800,69.32352941,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1200,Windows 11 OS,1
Xiaomi,Notebook Pro 120G Laptop,72422,68,12th Gen Intel Core i5 12450H ,"Octa Core, 12 Threads",16GB,LPDDR5,512GB,SSD,Intel UHD Graphics,14,2560,1600,Windows 11 OS,1
Acer,Extensa 15 EX215-54 Laptop,31500,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
Asus,VivoBook 14 X415EA-EK322WS Notebook,37990,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated Intel UHD,14,1920,1080,Windows 11 OS,1
HP,Victus 15-fb0050AX Gaming Laptop,63490,71,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Slim 5 82SF008YIN Laptop,60990,66,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Lenovo,IdeaPad Slim 3 82KU017EIN Laptop,39900,64,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon,15.6,1920,1080,Windows 11 OS,1
Asus,VivoBook 15 X1500EA-EJ322WS Laptop,33990,69.32352941,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
HP,Pavilion 15s-fq5112TU Laptop,57580,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,15.6,1920,1080,Windows 11 OS,1
Asus,ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop,339990,85,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",32GB,DDR5,2TB,SSD,16GB NVIDIA GeForce RTX 3080 Ti,16,2560,1600,Windows 11 OS,1
HP,15s-fq2672TU Laptop,34999,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
HP,15s-fq5111TU Laptop,54990,61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe,15.6,1920,1080,Windows 11 OS,1
HP,15s-dr3506TU Laptop,35999,60,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
HP,15s-du3614TU Laptop,41710,65,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,1TB,Hard-Disk,Intel Integrated UHD,15.6,1920,1080,Windows 11 OS,1
Dell,Vostro 5625 laptop,50090,67,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,16,1920,1200,Windows 11 OS,1
HP,Pavilion 14s- fy1003AU Laptop,45890,69.32352941,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",16GB,DDR4,512GB,SSD,AMD Radeon Graphics,14,1920,1080,Windows 11 OS,1
HP,15s-eq1559AU Laptop,29990,69.32352941,3rd Gen AMD Athlon Silver 3050U,"Dual Core, 2 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Graphics,15.6,1366,768,Windows 11 OS,1
HP,15s-FR2511TU Laptop,37672,69.32352941,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8GB,DDR4,512GB,SSD,Intel UHD Graphics,15.6,1920,1080,Windows 11 OS,1
Dell,G15-5525 Gaming Laptop,83523,77,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16GB,DDR5,512GB,SSD,4GB NVIDIA GeForce RTX 3050,15.6,1920,1080,Windows 11 OS,1
Acer,Aspire 5 A515-57G Gaming Laptop,52128,66,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce RTX 2050,15.6,1920,1080,Windows 11 OS,1
Acer,Aspire 3 A315-59 Laptop,39990,69.32352941,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8GB,DDR4,512GB,SSD,Intel Iris Xe Graphics ,15.6,1920,1080,Windows 11 OS,1
Dell,Inspiron 3525 Laptop,54790,66,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",8GB,DDR4,512GB,SSD,AMD Radeon Radeon Graphics,15.6,1920,1080,Windows 11 OS,1
Acer,Predator Triton 500 SE PT516-52s NH.QFQSI.001 Laptop,147090,86,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32GB,LPDDR5,2TB,SSD,8GB NVIDIA GeForce RTX 3070 Ti,16,2560,1600,Windows 11 OS,1
HP,Pavilion 14-dv2041TU Laptop,67990,61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16GB,DDR4,512GB,SSD,Intel Iris Xe Graphics,14,1920,1080,Windows 11 OS,1
MSI,Thin GF63 11SC-853IN Gaming Laptop,49290,70,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA Geforce GTX1650 Max Q,15.6,1920,1080,Windows 10 OS,2
Asus,TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop,51990,62,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8GB,DDR4,512GB,SSD,4GB NVIDIA GeForce GTX 1650,15.6,1920,1080,Windows 11  OS,1
